Module	Section	Sample Name	Source
STAR	SummaryLog	WAL_OTH2405f-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2405f-Dec19.Log.final.out
STAR	SummaryLog	WAL_OTH2405f-Feb20C	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2405f-Feb20C.Log.final.out
STAR	SummaryLog	WAL_OTH2407d-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2407d-Feb20B.Log.final.out
STAR	SummaryLog	WAL_OTH2419f-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2419f-Dec19.Log.final.out
STAR	SummaryLog	HK117_001	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/HK117_001.Log.final.out
STAR	SummaryLog	WAL_OTH2407d-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2407d-Feb20A.Log.final.out
STAR	SummaryLog	WAL_OTH2407d-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2407d-Dec19.Log.final.out
STAR	SummaryLog	RGP_558_3	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/RGP_558_3.Log.final.out
STAR	SummaryLog	HK044_0110	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/HK044_0110.Log.final.out
STAR	SummaryLog	WAL_OTH2419f-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2419f-Feb20A.Log.final.out
STAR	SummaryLog	WAL_OTH2406d-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2406d-Feb20B.Log.final.out
STAR	SummaryLog	WAL_OTH2406d-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2406d-Feb20A.Log.final.out
STAR	SummaryLog	WAL_OTH2419f-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2419f-Feb20B.Log.final.out
STAR	SummaryLog	WAL_OTH2405f-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2405f-Feb20A.Log.final.out
STAR	SummaryLog	WAL_OTH2406d-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/WAL_OTH2406d-Dec19.Log.final.out
STAR	ReadsPerGene	WAL_OTH2405f-Feb20C	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2405f-Feb20C.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2407d-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2407d-Feb20B.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2419f-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2419f-Feb20A.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2406d-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2406d-Feb20A.ReadsPerGene.out.tab
STAR	ReadsPerGene	HK117_001	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/HK117_001.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2406d-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2406d-Dec19.ReadsPerGene.out.tab
STAR	ReadsPerGene	HK044_0110	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/HK044_0110.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2419f-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2419f-Dec19.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2405f-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2405f-Feb20A.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2405f-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2405f-Dec19.ReadsPerGene.out.tab
STAR	ReadsPerGene	RGP_558_3	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/RGP_558_3.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2406d-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2406d-Feb20B.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2407d-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2407d-Dec19.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2407d-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2407d-Feb20A.ReadsPerGene.out.tab
STAR	ReadsPerGene	WAL_OTH2419f-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/star/genecounts/WAL_OTH2419f-Feb20B.ReadsPerGene.out.tab
FastQC	all_sections	WAL_OTH2407d-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2407d-Feb20A.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2419f-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2419f-Dec19.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2405f-Feb20C	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2405f-Feb20C.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2406d-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2406d-Dec19.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2407d-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2407d-Dec19.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	RGP_558_3	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/RGP_558_3.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2407d-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2407d-Feb20B.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	HK044_0110	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/HK044_0110.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2405f-Dec19	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2405f-Dec19.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2406d-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2406d-Feb20A.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2419f-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2419f-Feb20B.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	HK117_001	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/HK117_001.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2419f-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2419f-Feb20A.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2406d-Feb20B	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2406d-Feb20B.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	WAL_OTH2405f-Feb20A	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2020_08/fastqc/zip/WAL_OTH2405f-Feb20A.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
